pollster,start_date,end_date,sample_size,population,cycle,office_type,election_date,DEM,GOP
Emerson College Polling Society,2018-10-01,2018-10-04,1000,RV,2018,House,2018-11-06,50.2,41.8
Rasmussen (Pulse Opinion Research),2018-09-30,2018-10-04,2500,LV,2018,House,2018-11-06,45,45
Ipsos,2018-09-28,2018-10-04,1832,LV,2018,House,2018-11-06,51.1,36.4
Ipsos,2018-09-28,2018-10-04,3386,A,2018,House,2018-11-06,38.7,27.9
Ipsos,2018-09-28,2018-10-04,2715,RV,2018,House,2018-11-06,45.4,32.5
IBD/TIPP,2018-09-27,2018-10-03,846,RV,2018,House,2018-11-06,45,43
Ipsos,2018-09-27,2018-10-03,1845,LV,2018,House,2018-11-06,51.2,36.4
Ipsos,2018-09-27,2018-10-03,3394,A,2018,House,2018-11-06,38.4,28.3
Ipsos,2018-09-27,2018-10-03,2731,RV,2018,House,2018-11-06,44.9,33.2
YouGov,2018-09-30,2018-10-02,1223,RV,2018,House,2018-11-06,45,40
Winston,2018-09-30,2018-10-02,1000,RV,2018,House,2018-11-06,47,44
Ipsos,2018-09-26,2018-10-02,1840,LV,2018,House,2018-11-06,50.5,37.7
Ipsos,2018-09-26,2018-10-02,3316,A,2018,House,2018-11-06,39,30.1
Ipsos,2018-09-26,2018-10-02,2707,RV,2018,House,2018-11-06,44.7,34.6
Kaiser Family Foundation,2018-09-19,2018-10-02,949,RV,2018,House,2018-11-06,50,38
Marist College,2018-10-01,2018-10-01,996,RV,2018,House,2018-11-06,48,42
Ipsos,2018-09-25,2018-10-01,2144,LV,2018,House,2018-11-06,49.7,38
Ipsos,2018-09-25,2018-10-01,4057,A,2018,House,2018-11-06,38.7,30.7
Ipsos,2018-09-25,2018-10-01,3269,RV,2018,House,2018-11-06,44.3,35.3
Public Religion Research Institute,2018-09-17,2018-10-01,2509,A,2018,House,2018-11-06,57,39
Harris Insights & Analytics,2018-09-29,2018-09-30,1330,RV,2018,House,2018-11-06,45,37
Civiqs,2018-09-29,2018-09-30,2139,A,2018,House,2018-11-06,48,43
Quinnipiac University,2018-09-27,2018-09-30,1111,RV,2018,House,2018-11-06,49,42
Ipsos,2018-09-24,2018-09-30,2087,LV,2018,House,2018-11-06,49.1,38.4
Ipsos,2018-09-24,2018-09-30,4030,A,2018,House,2018-11-06,38.5,31
Ipsos,2018-09-24,2018-09-30,3226,RV,2018,House,2018-11-06,43.8,35.8
Morning Consult,2018-09-28,2018-09-29,993,RV,2018,House,2018-11-06,43,36
Ipsos,2018-09-23,2018-09-29,1979,LV,2018,House,2018-11-06,48.7,39.2
Ipsos,2018-09-23,2018-09-29,3822,A,2018,House,2018-11-06,38.2,31.5
Ipsos,2018-09-23,2018-09-29,3068,RV,2018,House,2018-11-06,43.5,36.4
Change Research,2018-09-27,2018-09-28,741,RV,2018,House,2018-11-06,48,40
Harris Insights & Analytics,2018-09-23,2018-09-28,5021,RV,2018,House,2018-11-06,42,36
Harris Insights & Analytics,2018-09-23,2018-09-28,3735,LV,2018,House,2018-11-06,47,40
Harris Insights & Analytics,2018-09-23,2018-09-28,2941,LV,2018,House,2018-11-06,49,40
Ipsos,2018-09-22,2018-09-28,1603,LV,2018,House,2018-11-06,47.9,39.9
Ipsos,2018-09-22,2018-09-28,3241,A,2018,House,2018-11-06,37.2,31.9
Ipsos,2018-09-22,2018-09-28,2585,RV,2018,House,2018-11-06,42.7,36.9
Harris Insights & Analytics,2018-09-26,2018-09-27,1228,RV,2018,House,2018-11-06,45,36
Rasmussen (Pulse Opinion Research),2018-09-23,2018-09-27,2500,LV,2018,House,2018-11-06,47,42
Ipsos,2018-09-21,2018-09-27,1420,LV,2018,House,2018-11-06,47.3,40.6
Ipsos,2018-09-21,2018-09-27,2963,A,2018,House,2018-11-06,36.4,32
Ipsos,2018-09-21,2018-09-27,2347,RV,2018,House,2018-11-06,42,37.3
Ipsos,2018-09-20,2018-09-26,1390,LV,2018,House,2018-11-06,47.5,40.6
Ipsos,2018-09-20,2018-09-26,2938,A,2018,House,2018-11-06,36.4,31.4
Ipsos,2018-09-20,2018-09-26,2320,RV,2018,House,2018-11-06,42.1,36.8
YouGov,2018-09-23,2018-09-25,1234,RV,2018,House,2018-11-06,46,38
Ipsos,2018-09-19,2018-09-25,1424,LV,2018,House,2018-11-06,47.9,41.3
Ipsos,2018-09-19,2018-09-25,2952,A,2018,House,2018-11-06,37.2,32.6
Ipsos,2018-09-19,2018-09-25,2353,RV,2018,House,2018-11-06,42.6,38
Marist College,2018-09-22,2018-09-24,802,RV,2018,House,2018-11-06,48,41
Ipsos,2018-09-18,2018-09-24,1108,LV,2018,House,2018-11-06,48,41.7
Ipsos,2018-09-18,2018-09-24,2204,A,2018,House,2018-11-06,37.2,32.2
Ipsos,2018-09-18,2018-09-24,1779,RV,2018,House,2018-11-06,42.9,37.7
Pew Research Center,2018-09-18,2018-09-24,1439,RV,2018,House,2018-11-06,52,42
McLaughlin & Associates,2018-09-18,2018-09-24,1000,LV,2018,House,2018-11-06,46,42
USC Dornsife/Los Angeles Times,2018-08-22,2018-09-24,2513,LV,2018,House,2018-11-06,55,41
USC Dornsife/Los Angeles Times,2018-08-22,2018-09-24,4161,RV,2018,House,2018-11-06,52,41
Morning Consult,2018-09-20,2018-09-23,1966,RV,2018,House,2018-11-06,43,35
Gallup,2018-09-17,2018-09-23,1308,RV,2018,House,2018-11-06,51,42
Ipsos,2018-09-17,2018-09-23,1168,LV,2018,House,2018-11-06,48.3,41.6
Ipsos,2018-09-17,2018-09-23,2218,A,2018,House,2018-11-06,37.5,31.5
Ipsos,2018-09-17,2018-09-23,1824,RV,2018,House,2018-11-06,43.5,36.8
GQR Research (GQRR),2018-09-09,2018-09-23,1000,RV,2018,House,2018-11-06,49,42
GQR Research (GQRR),2018-09-09,2018-09-23,700,LV,2018,House,2018-11-06,51,42
Harris Insights & Analytics,2018-09-21,2018-09-22,1000,RV,2018,House,2018-11-06,44,36
Ipsos,2018-09-16,2018-09-22,1178,LV,2018,House,2018-11-06,47.3,42
Ipsos,2018-09-16,2018-09-22,2191,A,2018,House,2018-11-06,37.6,32.1
Ipsos,2018-09-16,2018-09-22,1816,RV,2018,House,2018-11-06,42.8,37.4
Harris Insights & Analytics,2018-09-16,2018-09-21,4997,RV,2018,House,2018-11-06,42,36
Harris Insights & Analytics,2018-09-16,2018-09-21,2854,LV,2018,House,2018-11-06,48,42
Harris Insights & Analytics,2018-09-16,2018-09-21,3699,LV,2018,House,2018-11-06,47,40
Ipsos,2018-09-15,2018-09-21,1209,LV,2018,House,2018-11-06,47.5,42.2
Ipsos,2018-09-15,2018-09-21,2216,A,2018,House,2018-11-06,37,32.5
Ipsos,2018-09-15,2018-09-21,1841,RV,2018,House,2018-11-06,42.1,37.7
Rasmussen (Pulse Opinion Research),2018-09-16,2018-09-20,2500,LV,2018,House,2018-11-06,46,43
Ipsos,2018-09-14,2018-09-20,1222,LV,2018,House,2018-11-06,47.5,41.5
Ipsos,2018-09-14,2018-09-20,2184,A,2018,House,2018-11-06,37.5,32.1
Ipsos,2018-09-14,2018-09-20,1846,RV,2018,House,2018-11-06,42.1,37.2
Hart Research Associates/Public Opinion Strategies,2018-09-16,2018-09-19,900,RV,2018,House,2018-11-06,52,40
Hart Research Associates/Public Opinion Strategies,2018-09-16,2018-09-19,594,LV,2018,House,2018-11-06,51,43
Fox News/Beacon Research/Shaw & Co. Research,2018-09-16,2018-09-19,1003,RV,2018,House,2018-11-06,46,40
Fox News/Beacon Research/Shaw & Co. Research,2018-09-16,2018-09-19,818,LV,2018,House,2018-11-06,49,42
Ipsos,2018-09-13,2018-09-19,1263,LV,2018,House,2018-11-06,47.5,41.1
Ipsos,2018-09-13,2018-09-19,2196,A,2018,House,2018-11-06,37.9,31.8
Ipsos,2018-09-13,2018-09-19,1873,RV,2018,House,2018-11-06,42.2,36.8
YouGov,2018-09-16,2018-09-18,1189,RV,2018,House,2018-11-06,45,41
Ipsos,2018-09-12,2018-09-18,659,LV,2018,House,2018-11-06,48.3,40.8
Ipsos,2018-09-12,2018-09-18,2217,A,2018,House,2018-11-06,38.6,31.1
Ipsos,2018-09-12,2018-09-18,1920,RV,2018,House,2018-11-06,42.6,35.7
Ipsos,2018-09-11,2018-09-17,2196,A,2018,House,2018-11-06,38.9,30.8
Ipsos,2018-09-11,2018-09-17,1903,RV,2018,House,2018-11-06,42.5,35.7
Ipsos,2018-09-11,2018-09-17,1297,LV,2018,House,2018-11-06,48.3,41.2
Morning Consult,2018-09-13,2018-09-16,1564,RV,2018,House,2018-11-06,43,38
Ipsos,2018-09-10,2018-09-16,2190,A,2018,House,2018-11-06,38.3,31.7
Ipsos,2018-09-10,2018-09-16,1882,RV,2018,House,2018-11-06,42.1,36.8
Ipsos,2018-09-10,2018-09-16,1261,LV,2018,House,2018-11-06,47.9,41.5
Ipsos,2018-09-09,2018-09-15,2244,A,2018,House,2018-11-06,38.8,30.7
Ipsos,2018-09-09,2018-09-15,1902,RV,2018,House,2018-11-06,43.4,35.8
Ipsos,2018-09-09,2018-09-15,1253,LV,2018,House,2018-11-06,49.5,39.8
Harris Insights & Analytics,2018-09-09,2018-09-14,5000,RV,2018,House,2018-11-06,41,36
Harris Insights & Analytics,2018-09-09,2018-09-14,2785,LV,2018,House,2018-11-06,49,41
Harris Insights & Analytics,2018-09-09,2018-09-14,3630,LV,2018,House,2018-11-06,47,41
Ipsos,2018-09-08,2018-09-14,2262,A,2018,House,2018-11-06,40,30.9
Ipsos,2018-09-08,2018-09-14,1925,RV,2018,House,2018-11-06,44.1,36.3
Ipsos,2018-09-08,2018-09-14,1273,LV,2018,House,2018-11-06,49.2,40.8
Rasmussen (Pulse Opinion Research),2018-09-09,2018-09-13,2500,LV,2018,House,2018-11-06,47,42
Ipsos,2018-09-07,2018-09-13,2280,A,2018,House,2018-11-06,40.6,30.8
Ipsos,2018-09-07,2018-09-13,1933,RV,2018,House,2018-11-06,44.8,35.8
Ipsos,2018-09-07,2018-09-13,1281,LV,2018,House,2018-11-06,49.3,41.2
Public Religion Research Institute,2018-08-24,2018-09-13,1464,RV,2018,House,2018-11-06,55,41
Public Religion Research Institute,2018-08-24,2018-09-13,1811,A,2018,House,2018-11-06,55,40
Ipsos,2018-09-06,2018-09-12,2275,A,2018,House,2018-11-06,41,31.3
Ipsos,2018-09-06,2018-09-12,1922,RV,2018,House,2018-11-06,45.5,36.1
Ipsos,2018-09-06,2018-09-12,1260,LV,2018,House,2018-11-06,49.4,40.7
YouGov,2018-09-09,2018-09-11,1216,RV,2018,House,2018-11-06,44,41
Ipsos,2018-09-05,2018-09-11,2250,A,2018,House,2018-11-06,40.4,31.3
Ipsos,2018-09-05,2018-09-11,1883,RV,2018,House,2018-11-06,45.4,36.1
Ipsos,2018-09-05,2018-09-11,1225,LV,2018,House,2018-11-06,49,40.8
Ipsos,2018-09-04,2018-09-10,2280,A,2018,House,2018-11-06,39.8,30.9
Ipsos,2018-09-04,2018-09-10,1904,RV,2018,House,2018-11-06,45.6,35.5
Ipsos,2018-09-04,2018-09-10,1246,LV,2018,House,2018-11-06,49.2,40.1
Harris Insights & Analytics,2018-09-08,2018-09-09,1000,RV,2018,House,2018-11-06,41,36
Quinnipiac University,2018-09-06,2018-09-09,1038,RV,2018,House,2018-11-06,52,38
SSRS,2018-09-06,2018-09-09,775,LV,2018,House,2018-11-06,52,42
SSRS,2018-09-06,2018-09-09,923,RV,2018,House,2018-11-06,52,40
Morning Consult,2018-09-06,2018-09-09,1988,RV,2018,House,2018-11-06,45,35
Marist College,2018-09-05,2018-09-09,777,RV,2018,House,2018-11-06,50,38
Ipsos,2018-09-03,2018-09-09,2295,A,2018,House,2018-11-06,40.6,30.5
Ipsos,2018-09-03,2018-09-09,1924,RV,2018,House,2018-11-06,46.3,34.9
Ipsos,2018-09-03,2018-09-09,1281,LV,2018,House,2018-11-06,50.9,38.9
SurveyMonkey,2018-09-03,2018-09-09,8944,A,2018,House,2018-11-06,45,41
Ipsos,2018-09-02,2018-09-08,2274,A,2018,House,2018-11-06,40.5,31
Ipsos,2018-09-02,2018-09-08,1939,RV,2018,House,2018-11-06,45.8,34.7
Ipsos,2018-09-02,2018-09-08,1097,LV,2018,House,2018-11-06,50.5,39.5
Harris Insights & Analytics,2018-09-04,2018-09-07,1715,LV,2018,House,2018-11-06,49,39
Harris Insights & Analytics,2018-09-04,2018-09-07,3000,RV,2018,House,2018-11-06,43,36
Harris Insights & Analytics,2018-09-04,2018-09-07,2238,LV,2018,House,2018-11-06,48,39
Ipsos,2018-09-01,2018-09-07,2266,A,2018,House,2018-11-06,39.6,30.5
Ipsos,2018-09-01,2018-09-07,1925,RV,2018,House,2018-11-06,45.3,33.8
Ipsos,2018-09-01,2018-09-07,893,LV,2018,House,2018-11-06,50.8,38.6
Rasmussen (Pulse Opinion Research),2018-09-02,2018-09-06,2500,LV,2018,House,2018-11-06,46,42
Ipsos,2018-08-31,2018-09-06,2518,A,2018,House,2018-11-06,39.7,29.9
Ipsos,2018-08-31,2018-09-06,2140,RV,2018,House,2018-11-06,45.7,33.3
Ipsos,2018-08-31,2018-09-06,731,LV,2018,House,2018-11-06,49.9,38.6
Ipsos,2018-08-30,2018-09-05,2402,A,2018,House,2018-11-06,39.1,30.2
Ipsos,2018-08-30,2018-09-05,2041,RV,2018,House,2018-11-06,45.1,33.7
Ipsos,2018-08-30,2018-09-05,563,LV,2018,House,2018-11-06,51.4,38.2
Winston,2018-08-29,2018-09-05,1000,RV,2018,House,2018-11-06,45,41
YouGov,2018-09-02,2018-09-04,1249,RV,2018,House,2018-11-06,45,40
Ipsos,2018-08-29,2018-09-04,2387,A,2018,House,2018-11-06,38.3,31.3
Ipsos,2018-08-29,2018-09-04,2014,RV,2018,House,2018-11-06,44.3,35.1
Ipsos,2018-08-29,2018-09-04,392,LV,2018,House,2018-11-06,53,37
Ipsos,2018-08-28,2018-09-03,2376,A,2018,House,2018-11-06,39.2,31.5
Ipsos,2018-08-28,2018-09-03,2014,RV,2018,House,2018-11-06,44.5,35.1
Selzer & Co.,2018-08-29,2018-09-02,779,LV,2018,House,2018-11-06,45,43
Ipsos,2018-08-27,2018-09-02,2351,A,2018,House,2018-11-06,39.1,31.4
Ipsos,2018-08-27,2018-09-02,1980,RV,2018,House,2018-11-06,44.1,35.2
Public Religion Research Institute,2018-08-22,2018-09-02,1524,RV,2018,House,2018-11-06,49,42
Ipsos,2018-08-26,2018-09-01,2345,A,2018,House,2018-11-06,38.9,31.5
Ipsos,2018-08-26,2018-09-01,1956,RV,2018,House,2018-11-06,43.9,35.6
Emerson College Polling Society,2018-08-29,2018-08-31,1000,RV,2018,House,2018-11-06,51.7,38.9
Morning Consult,2018-08-28,2018-08-31,1964,RV,2018,House,2018-11-06,42,40
Harris Insights & Analytics,2018-08-26,2018-08-31,5000,RV,2018,House,2018-11-06,42,35
Ipsos,2018-08-25,2018-08-31,2328,A,2018,House,2018-11-06,39.2,31.6
Ipsos,2018-08-25,2018-08-31,1943,RV,2018,House,2018-11-06,44.1,35.7
Rasmussen (Pulse Opinion Research),2018-08-26,2018-08-30,2500,LV,2018,House,2018-11-06,46,42
Ipsos,2018-08-24,2018-08-30,2068,A,2018,House,2018-11-06,40.6,31.2
Ipsos,2018-08-24,2018-08-30,1719,RV,2018,House,2018-11-06,45.1,35.4
IBD/TIPP,2018-08-23,2018-08-30,830,RV,2018,House,2018-11-06,50,39
Washington Post/George Mason,2018-08-26,2018-08-29,879,RV,2018,House,2018-11-06,52,38
Ipsos,2018-08-23,2018-08-29,2511,A,2018,House,2018-11-06,41.5,30.6
Ipsos,2018-08-23,2018-08-29,2075,RV,2018,House,2018-11-06,46,34.6
YouGov,2018-08-26,2018-08-28,1247,RV,2018,House,2018-11-06,45,39
Suffolk University,2018-08-23,2018-08-28,1000,RV,2018,House,2018-11-06,49.5,38.5
Ipsos,2018-08-22,2018-08-28,3380,A,2018,House,2018-11-06,41.5,29.6
Ipsos,2018-08-22,2018-08-28,2774,RV,2018,House,2018-11-06,46.6,33.8
McLaughlin & Associates,2018-08-22,2018-08-27,1000,LV,2018,House,2018-11-06,44,44
Ipsos,2018-08-21,2018-08-27,3568,A,2018,House,2018-11-06,40.9,30.1
Ipsos,2018-08-21,2018-08-27,2925,RV,2018,House,2018-11-06,45.7,34.3
Ipsos,2018-08-20,2018-08-26,3591,A,2018,House,2018-11-06,40.4,30.3
Ipsos,2018-08-20,2018-08-26,2947,RV,2018,House,2018-11-06,45.4,34.3
Harris Insights & Analytics,2018-08-24,2018-08-25,1001,RV,2018,House,2018-11-06,45,34
Ipsos,2018-08-19,2018-08-25,3589,A,2018,House,2018-11-06,40.5,30.5
Ipsos,2018-08-19,2018-08-25,2946,RV,2018,House,2018-11-06,45.6,34.5
Ipsos,2018-08-19,2018-08-25,407,LV,2018,House,2018-11-06,39,43
Morning Consult,2018-08-23,2018-08-24,1564,RV,2018,House,2018-11-06,44,36
Harris Insights & Analytics,2018-08-19,2018-08-24,5003,RV,2018,House,2018-11-06,42,36
Ipsos,2018-08-18,2018-08-24,3583,A,2018,House,2018-11-06,40,31.2
Ipsos,2018-08-18,2018-08-24,2951,RV,2018,House,2018-11-06,44.9,35.4
Ipsos,2018-08-18,2018-08-24,571,LV,2018,House,2018-11-06,39.2,43.6
Harris Insights & Analytics,2018-08-22,2018-08-23,1330,RV,2018,House,2018-11-06,45,37
Rasmussen (Pulse Opinion Research),2018-08-19,2018-08-23,2500,LV,2018,House,2018-11-06,46,41
Ipsos,2018-08-17,2018-08-23,3587,A,2018,House,2018-11-06,38.4,31.8
Ipsos,2018-08-17,2018-08-23,2957,RV,2018,House,2018-11-06,42.9,36.1
Ipsos,2018-08-17,2018-08-23,749,LV,2018,House,2018-11-06,37.7,42.7
Hart Research Associates/Public Opinion Strategies,2018-08-18,2018-08-22,900,RV,2018,House,2018-11-06,50,42
Ipsos,2018-08-16,2018-08-22,3266,A,2018,House,2018-11-06,37,32.3
Ipsos,2018-08-16,2018-08-22,2695,RV,2018,House,2018-11-06,41.5,36.4
Ipsos,2018-08-16,2018-08-22,928,LV,2018,House,2018-11-06,37.2,42.9
YouGov,2018-08-19,2018-08-21,1244,RV,2018,House,2018-11-06,44,38
Fox News/Beacon Research/Shaw & Co. Research,2018-08-19,2018-08-21,1009,RV,2018,House,2018-11-06,49,38
Ipsos,2018-08-15,2018-08-21,2248,A,2018,House,2018-11-06,36.5,33.4
Ipsos,2018-08-15,2018-08-21,1887,RV,2018,House,2018-11-06,40.6,36.9
Ipsos,2018-08-15,2018-08-21,1116,LV,2018,House,2018-11-06,39.4,41.3
Ipsos,2018-08-14,2018-08-20,2214,A,2018,House,2018-11-06,35.9,34
Ipsos,2018-08-14,2018-08-20,1859,RV,2018,House,2018-11-06,40.4,37.7
Ipsos,2018-08-14,2018-08-20,1207,LV,2018,House,2018-11-06,38.8,41.9
Monmouth University,2018-08-15,2018-08-19,725,RV,2018,House,2018-11-06,48,43
Ipsos,2018-08-13,2018-08-19,2202,A,2018,House,2018-11-06,37,34
Ipsos,2018-08-13,2018-08-19,1844,RV,2018,House,2018-11-06,40.8,37.9
Ipsos,2018-08-13,2018-08-19,1187,LV,2018,House,2018-11-06,39.5,41.9
Morning Consult,2018-08-16,2018-08-18,1974,RV,2018,House,2018-11-06,45,36
Ipsos,2018-08-12,2018-08-18,2213,A,2018,House,2018-11-06,37,34.2
Ipsos,2018-08-12,2018-08-18,1863,RV,2018,House,2018-11-06,40.6,38.3
Ipsos,2018-08-12,2018-08-18,1025,LV,2018,House,2018-11-06,38.9,42
Ipsos,2018-08-11,2018-08-17,2226,A,2018,House,2018-11-06,37.7,32.9
Ipsos,2018-08-11,2018-08-17,1862,RV,2018,House,2018-11-06,41.5,37.2
Ipsos,2018-08-11,2018-08-17,861,LV,2018,House,2018-11-06,38.5,41.6
Rasmussen (Pulse Opinion Research),2018-08-12,2018-08-16,2500,LV,2018,House,2018-11-06,44,44
Ipsos,2018-08-10,2018-08-16,2236,A,2018,House,2018-11-06,39.4,32.8
Ipsos,2018-08-10,2018-08-16,1879,RV,2018,House,2018-11-06,43.7,36.7
Ipsos,2018-08-10,2018-08-16,683,LV,2018,House,2018-11-06,39.3,42.2
USC Dornsife/Los Angeles Times,2018-07-16,2018-08-16,2459,LV,2018,House,2018-11-06,52,44
USC Dornsife/Los Angeles Times,2018-07-16,2018-08-16,4366,V,2018,House,2018-11-06,49,42
Ipsos,2018-08-09,2018-08-15,2232,A,2018,House,2018-11-06,40,31.9
Ipsos,2018-08-09,2018-08-15,1866,RV,2018,House,2018-11-06,44.6,36.7
Ipsos,2018-08-09,2018-08-15,504,LV,2018,House,2018-11-06,40.6,42.7
YouGov,2018-08-12,2018-08-14,1245,RV,2018,House,2018-11-06,44,40
Ipsos,2018-08-08,2018-08-14,2235,A,2018,House,2018-11-06,40.2,31.5
Ipsos,2018-08-08,2018-08-14,1863,RV,2018,House,2018-11-06,44.8,36.4
Harris Insights & Analytics,2018-08-12,2018-08-13,999,RV,2018,House,2018-11-06,43,32
Quinnipiac University,2018-08-09,2018-08-13,1175,RV,2018,House,2018-11-06,51,42
Morning Consult,2018-08-10,2018-08-12,1992,RV,2018,House,2018-11-06,42,38
SSRS,2018-08-09,2018-08-12,921,RV,2018,House,2018-11-06,52,41
SurveyMonkey,2018-08-06,2018-08-12,9558,A,2018,House,2018-11-06,44,39
Pew Research Center,2018-07-30,2018-08-12,3986,RV,2018,House,2018-11-06,46,39
Ipsos,2018-08-06,2018-08-10,1451,A,2018,House,2018-11-06,41.1,29
Ipsos,2018-08-06,2018-08-10,1198,RV,2018,House,2018-11-06,46.8,33.4
Ipsos,2018-08-05,2018-08-09,1658,A,2018,House,2018-11-06,39.4,31.2
Ipsos,2018-08-05,2018-08-09,1379,RV,2018,House,2018-11-06,44.8,36
Rasmussen (Pulse Opinion Research),2018-08-05,2018-08-09,2500,LV,2018,House,2018-11-06,48,41
YouGov,2018-07-23,2018-08-09,2716,RV,2018,House,2018-11-06,45,38
Zogby,2018-08-06,2018-08-08,1016,LV,2018,House,2018-11-06,40,37
Ipsos,2018-08-04,2018-08-08,1757,A,2018,House,2018-11-06,38.5,33.3
Ipsos,2018-08-04,2018-08-08,1467,RV,2018,House,2018-11-06,43.2,37.5
YouGov,2018-08-05,2018-08-07,1284,RV,2018,House,2018-11-06,44,41
Ipsos,2018-08-03,2018-08-07,1774,A,2018,House,2018-11-06,36.2,33.8
Ipsos,2018-08-03,2018-08-07,1479,RV,2018,House,2018-11-06,41.3,38.9
Ipsos,2018-08-02,2018-08-06,1772,A,2018,House,2018-11-06,37.7,32.7
Ipsos,2018-08-02,2018-08-06,1489,RV,2018,House,2018-11-06,43.5,37.5
Morning Consult,2018-08-02,2018-08-06,1994,RV,2018,House,2018-11-06,42,36
Global Strategy Group/GBAO/Navigator Research,2018-08-02,2018-08-05,1128,RV,2018,House,2018-11-06,42,36
Global Strategy Group/GBAO/Navigator Research,2018-08-02,2018-08-05,925,LV,2018,House,2018-11-06,45,37
Ipsos,2018-08-01,2018-08-05,1748,A,2018,House,2018-11-06,37.4,33.5
Ipsos,2018-08-01,2018-08-05,1478,RV,2018,House,2018-11-06,43,37.7
Ipsos,2018-07-31,2018-08-04,1715,A,2018,House,2018-11-06,38.3,31.9
Ipsos,2018-07-31,2018-08-04,1438,RV,2018,House,2018-11-06,44.2,35.7
Ipsos,2018-07-30,2018-08-03,1617,A,2018,House,2018-11-06,38.4,31.3
Ipsos,2018-07-30,2018-08-03,1351,RV,2018,House,2018-11-06,44.8,35
Ipsos,2018-07-29,2018-08-02,1583,A,2018,House,2018-11-06,38.8,30.7
Ipsos,2018-07-29,2018-08-02,1331,RV,2018,House,2018-11-06,44.5,34.5
Rasmussen (Pulse Opinion Research),2018-07-29,2018-08-02,2500,LV,2018,House,2018-11-06,45,41
IBD/TIPP,2018-07-26,2018-08-02,878,RV,2018,House,2018-11-06,45,45
Ipsos,2018-07-28,2018-08-01,1594,A,2018,House,2018-11-06,37,30.7
Ipsos,2018-07-28,2018-08-01,1329,RV,2018,House,2018-11-06,41.9,35.3
Winston,2018-07-30,2018-07-31,1000,RV,2018,House,2018-11-06,47,42
YouGov,2018-07-29,2018-07-31,1215,RV,2018,House,2018-11-06,44,40
Ipsos,2018-07-27,2018-07-31,1901,A,2018,House,2018-11-06,37.2,30.5
Ipsos,2018-07-27,2018-07-31,1571,RV,2018,House,2018-11-06,41.9,35.9
Garin-Hart-Yang Research Group,2018-07-26,2018-07-31,1000,V,2018,House,2018-11-06,49,41
Ipsos,2018-07-26,2018-07-30,1873,A,2018,House,2018-11-06,36.3,32.1
Ipsos,2018-07-26,2018-07-30,1555,RV,2018,House,2018-11-06,40.8,37.5
Morning Consult,2018-07-26,2018-07-30,1993,RV,2018,House,2018-11-06,44,37
Ipsos,2018-07-25,2018-07-29,1876,A,2018,House,2018-11-06,36,31.3
Ipsos,2018-07-25,2018-07-29,1560,RV,2018,House,2018-11-06,40.7,36.8
YouGov,2018-07-26,2018-07-28,2420,A,2018,House,2018-11-06,40,36
Ipsos,2018-07-24,2018-07-28,1907,A,2018,House,2018-11-06,36.5,31.8
Ipsos,2018-07-24,2018-07-28,1571,RV,2018,House,2018-11-06,40.7,37.3
SurveyMonkey,2018-07-25,2018-07-27,2509,A,2018,House,2018-11-06,49,38
SurveyMonkey,2018-07-25,2018-07-27,2225,RV,2018,House,2018-11-06,52,42
Ipsos,2018-07-23,2018-07-27,1938,A,2018,House,2018-11-06,36.4,32.1
Ipsos,2018-07-23,2018-07-27,1596,RV,2018,House,2018-11-06,40.5,37.6
Ipsos,2018-07-22,2018-07-26,1437,A,2018,House,2018-11-06,36.9,32
Ipsos,2018-07-22,2018-07-26,1200,RV,2018,House,2018-11-06,40.6,37.2
Rasmussen (Pulse Opinion Research),2018-07-22,2018-07-26,2500,LV,2018,House,2018-11-06,46,40
GQR Research (GQRR),2018-07-19,2018-07-26,1003,RV,2018,House,2018-11-06,48,39
Harris Insights & Analytics,2018-07-24,2018-07-25,1323,RV,2018,House,2018-11-06,43,36
Ipsos,2018-07-21,2018-07-25,1430,A,2018,House,2018-11-06,36.9,31.2
Ipsos,2018-07-21,2018-07-25,1184,RV,2018,House,2018-11-06,41.6,36.4
YouGov,2018-07-22,2018-07-24,1201,RV,2018,House,2018-11-06,44,38
Ipsos,2018-07-20,2018-07-24,1410,A,2018,House,2018-11-06,37.5,32.3
Ipsos,2018-07-20,2018-07-24,1165,RV,2018,House,2018-11-06,42.4,36.9
Ipsos,2018-07-19,2018-07-23,1560,A,2018,House,2018-11-06,37.7,30.8
Ipsos,2018-07-19,2018-07-23,1277,RV,2018,House,2018-11-06,42.5,35.6
Morning Consult,2018-07-19,2018-07-23,1996,RV,2018,House,2018-11-06,41,38
